TOWNSHIP_RANGE,YEAR,lower,mid,upper
T20S R26E,2021,100.6599197342559,158.50154448430357,215.682711991896
T20S R27E,2021,51.31685340613552,105.8746918081982,160.14616040574802
T20S R28E,2021,15.554134065560918,45.20356480868964,129.06544553438215
T21S R15E,2021,153.08081190670677,400.98377563380546,467.93416216295617
T21S R16E,2021,153.08081190670677,345.1074791119983,457.5299946878162
T21S R17E,2021,153.0449788581449,333.9160442826718,439.5874189799675
T21S R18E,2021,141.06647826494597,295.0531717619092,402.77261424539853
T21S R19E,2021,130.01734406788725,216.06755078512387,337.2770815715451
T21S R20E,2021,127.39086266144601,206.3959676977021,337.2770815715451
T21S R21E,2021,133.50829406788725,219.13820000937216,332.7117374066284
T21S R22E,2021,133.50829406788725,243.96476396719285,322.360715075272
T21S R23E,2021,121.96264680474236,174.6457625310796,311.1098274719116
T21S R24E,2021,121.71172631109168,173.94188763543744,312.34519876193696
T21S R25E,2021,102.50910270863271,194.45007073482523,295.3336740671552
T21S R26E,2021,78.86413275684662,126.36863882110592,203.1578865322751
T21S R27E,2021,65.7955514569155,91.71030308973073,178.81098172877213
T21S R28E,2021,61.992288515812305,93.76421584836658,187.2215443569041
T22S R16E,2021,117.4652383779888,308.92879218814124,436.6597187088889
T22S R17E,2021,117.61456491184329,300.98002714036824,421.2536386082
T22S R18E,2021,82.06265863702386,251.1353290682671,388.60084288400896
T22S R19E,2021,140.30025220760976,286.34118679811945,392.90904724827027
T22S R20E,2021,132.63581564275276,251.80266242686378,329.894144025559
T22S R21E,2021,132.49752825538022,286.64142545395663,398.96007440314673
T22S R22E,2021,134.00452335040376,262.61252216910276,372.9264517200457
T22S R23E,2021,136.34185308784149,250.91774772225412,366.44867189804273
T22S R24E,2021,147.89577152300603,202.73575927736835,272.05382392168775
T22S R25E,2021,149.570684159227,215.82869447188966,301.16940367996
T22S R26E,2021,155.8806777588846,203.98280608090553,293.9475811236337
T22S R27E,2021,124.58859035368778,166.5494921660031,239.9987399704128
T22S R28E,2021,78.173940368566,124.0063502083842,200.2883292426172
T22S R29E,2021,66.84218844799709,101.10610908107826,218.56192086364635
T23S R17E,2021,133.78772767061545,262.61252216910276,357.85825188109226
T23S R18E,2021,133.93705420446992,238.25553390622488,301.86152233904653
T23S R19E,2021,133.90122115590805,222.5078969089993,301.9056967841058
T23S R20E,2021,135.34138332416106,232.09120704264987,293.8686067686006
T23S R21E,2021,127.08282668677873,234.76326409006785,370.9982333970568
T23S R22E,2021,139.71954295572118,249.59466069465097,360.7465314673198
T23S R23E,2021,135.5460563908641,209.3690062802772,273.9102938524488
T23S R24E,2021,142.55541565146837,194.05487266028803,291.27828023279
T23S R25E,2021,147.00020965048225,199.40059608570874,289.54200535675744
T23S R26E,2021,168.21387519072175,257.65700833436216,377.720615802797
T23S R27E,2021,158.61591646697246,250.08567004460542,340.9276348493191
T23S R28E,2021,160.05880352824772,333.7080648552184,422.48652358523947
T24S R17E,2021,136.91688841061585,199.8365022953285,246.45411123678585
T24S R18E,2021,120.07360366920052,152.52849246283972,197.8238057023324
T24S R19E,2021,77.36828107746909,98.692420025909,145.22110652995545
T24S R20E,2021,110.40476009617355,134.63624177745425,197.08890337606945
T24S R21E,2021,129.10530745873314,208.97493582448809,299.2617572744479
T24S R22E,2021,133.77819608320385,221.9758320339007,348.580750009925
T24S R23E,2021,142.25184016567493,239.65067098878936,323.50801886796495
T24S R24E,2021,140.21502866173597,225.97263879393424,260.30092372068185
T24S R25E,2021,141.17558339977015,204.72246164659066,237.92033797222066
T24S R26E,2021,174.33870777292125,269.75724626929826,325.80452090599323
T24S R27E,2021,174.33870777292125,380.7306061757242,421.98182972663625
T24S R28E,2021,164.21689951309097,374.02301146394655,464.68483653261814
T25S R17E,2021,112.93503373855778,136.66234518254916,178.05059423197977
T25S R18E,2021,98.85773877121714,132.99113814998492,177.0328715971701
T25S R19E,2021,63.43789027877385,79.75400468582693,134.55984160449268
T25S R20E,2021,84.22038452560483,101.53448279309981,173.31480519463142
T25S R21E,2021,143.96195483835862,205.57094410109286,263.2621548364411
T25S R22E,2021,140.53950082056883,243.40199516106907,344.6968190778054
T25S R23E,2021,151.3944843130753,281.9179475116308,387.95673174917346
T25S R24E,2021,166.74407384036357,281.5709676565747,344.09344914231343
T25S R25E,2021,153.46443903006698,247.8578552886215,311.6278780070309
T25S R26E,2021,186.07458202777875,311.0156333302736,379.52899756369214
T25S R27E,2021,185.85949458268996,424.7206023665245,507.9786362440705
T25S R28E,2021,188.88727980322983,517.6736682680178,580.2202601367939
T26S R17E,2021,111.27636468838641,140.45879840661715,202.25112823066846
T26S R18E,2021,38.61451496524215,72.53315710004436,128.812959271633
T26S R19E,2021,55.86992202641984,84.05657617816244,146.70345838560795
T26S R20E,2021,88.04199424341105,115.20185477030817,184.78078180627656
T26S R21E,2021,94.61279380594557,134.00671361718528,207.35325515053037
T26S R22E,2021,137.67584235059425,198.49987927285878,284.7458884851363
T26S R23E,2021,145.61463968861167,248.14151265526922,361.750077714836
T26S R24E,2021,170.4837445101524,239.4628852151148,297.89061097272105
